,sentence,process,catalyst
1408,"Brønsted acid strength and acid site density of the samples were determined by a WDDY-2008J microcomputer automatic potentiometric titration instrument ( Table 1 ) , and the procedure followed the reported method -Si ( Et ) Si HNSs-catalyzed esterification of acetic acid with benzyl alcohol in a simulated pyrolysis biofuel environment was performed at atmospheric pressure and 100 celcius employing 24 mg of catalyst , 10 mmol of acetic acid , 3.33 mmol of benzyl alcohol in 10 mL toluene .",celcius,Si
1409,"The mixture was then stirred at room temperature for 3 h. In the next step , a solution of 0.075 gram NaBH4 in 10 mL water was added into the Hal-CCD and Pd ( OAc ) 2 suspension in a dropwise manner and the resulting mixture was stirred for 2 h. Finally , the solid material was filtered off , washed with water and dried in oven at 60 celcius for 12 h. The schematic procedure of the synthesis of the catalyst is illustrated in Fig .",temperature,NaBH4
1410,"The mixture was then stirred at room temperature for 3 h. In the next step , a solution of 0.075 gram NaBH4 in 10 mL water was added into the Hal-CCD and Pd ( OAc ) 2 suspension in a dropwise manner and the resulting mixture was stirred for 2 h. Finally , the solid material was filtered off , washed with water and dried in oven at 60 celcius for 12 h. The schematic procedure of the synthesis of the catalyst is illustrated in Fig .",temperature,Pd
1411,"The mixture was then stirred at room temperature for 3 h. In the next step , a solution of 0.075 gram NaBH4 in 10 mL water was added into the Hal-CCD and Pd ( OAc ) 2 suspension in a dropwise manner and the resulting mixture was stirred for 2 h. Finally , the solid material was filtered off , washed with water and dried in oven at 60 celcius for 12 h. The schematic procedure of the synthesis of the catalyst is illustrated in Fig .",gram,NaBH4
1412,"The mixture was then stirred at room temperature for 3 h. In the next step , a solution of 0.075 gram NaBH4 in 10 mL water was added into the Hal-CCD and Pd ( OAc ) 2 suspension in a dropwise manner and the resulting mixture was stirred for 2 h. Finally , the solid material was filtered off , washed with water and dried in oven at 60 celcius for 12 h. The schematic procedure of the synthesis of the catalyst is illustrated in Fig .",gram,Pd
1413,"The mixture was then stirred at room temperature for 3 h. In the next step , a solution of 0.075 gram NaBH4 in 10 mL water was added into the Hal-CCD and Pd ( OAc ) 2 suspension in a dropwise manner and the resulting mixture was stirred for 2 h. Finally , the solid material was filtered off , washed with water and dried in oven at 60 celcius for 12 h. The schematic procedure of the synthesis of the catalyst is illustrated in Fig .",celcius,NaBH4
1414,"The mixture was then stirred at room temperature for 3 h. In the next step , a solution of 0.075 gram NaBH4 in 10 mL water was added into the Hal-CCD and Pd ( OAc ) 2 suspension in a dropwise manner and the resulting mixture was stirred for 2 h. Finally , the solid material was filtered off , washed with water and dried in oven at 60 celcius for 12 h. The schematic procedure of the synthesis of the catalyst is illustrated in Fig .",celcius,Pd
1415,"To recycle Pd @ Hal-CCD , the recovered catalyst was washed with water and EtOH several times , then dried in oven at 80 celcius for 8 h. All the obtained products were known and their formation was verified by using FTIR , GC-Mass and comparing their melting/boiling points with that of authentic samples , see “ Supporting Information ” .",celcius,Pd
1416,"For analysis of fresh catalysts , samples were loaded into the chamber and pretreated in flowing air at 2°C/min to 500°C for zeolites and 10°C/min to 500°C for silica materials , and held at this temperature for 3h .",temperature,zeolites
1417,"For analysis of fresh catalysts , samples were loaded into the chamber and pretreated in flowing air at 2°C/min to 500°C for zeolites and 10°C/min to 500°C for silica materials , and held at this temperature for 3h .",temperature,silica
1418,"750mg of catalyst was physically mixed with an appropriate amount of an inert , low surface-area diluent , silicon carbide ( SiC ) , to a volume equal to the isothermal zone of the reactor ( 3mL ) .",volume,SiC
1419,"The Mott-Schottky measurements were performed at different frequencies ( 200 , 500 , 800 Hz ) with an ac voltage of 10 mV and various applied potentials on a Zennium E station ( ZAHNER , Germany ) which works with a standard three-electrode cell with 0.5 Molality Na2SO4 as the electrolyte solution in a three electrode quartz cell , the glassy carbon electrode covered with photocatalyst as the working electrode , a platinum wire as the counter electrode , and saturated calomel electrode ( SCE ) as the reference electrode .",Molality,Na2SO4
1420,"The Mott-Schottky measurements were performed at different frequencies ( 200 , 500 , 800 Hz ) with an ac voltage of 10 mV and various applied potentials on a Zennium E station ( ZAHNER , Germany ) which works with a standard three-electrode cell with 0.5 Molality Na2SO4 as the electrolyte solution in a three electrode quartz cell , the glassy carbon electrode covered with photocatalyst as the working electrode , a platinum wire as the counter electrode , and saturated calomel electrode ( SCE ) as the reference electrode .",Molality,platinum
1421,"The Mott-Schottky measurements were performed at different frequencies ( 200 , 500 , 800 Hz ) with an ac voltage of 10 mV and various applied potentials on a Zennium E station ( ZAHNER , Germany ) which works with a standard three-electrode cell with 0.5 Molality Na2SO4 as the electrolyte solution in a three electrode quartz cell , the glassy carbon electrode covered with photocatalyst as the working electrode , a platinum wire as the counter electrode , and saturated calomel electrode ( SCE ) as the reference electrode .",Molality,quartz
1422,"Photocurrent measurements under visible-light irradiation were performed at the 0.2 V bias potential vs. SCE on a CHI840C electrochemical workstation ( Chenhua Instrument , China ) with a standard three-electrode configuration using phototcatalyst-precoated fluorine doped tin oxide ( FTO ) ( coated area : 1 cm2 ) as the working electrode , Pt wire as the counter electrode , SCE as the reference electrode , and 0.5 Molality Na2SO4 aqueous solution as the electrolyte .",Molality,Pt
1423,"Photocurrent measurements under visible-light irradiation were performed at the 0.2 V bias potential vs. SCE on a CHI840C electrochemical workstation ( Chenhua Instrument , China ) with a standard three-electrode configuration using phototcatalyst-precoated fluorine doped tin oxide ( FTO ) ( coated area : 1 cm2 ) as the working electrode , Pt wire as the counter electrode , SCE as the reference electrode , and 0.5 Molality Na2SO4 aqueous solution as the electrolyte .",Molality,fluorine
1424,"Photocurrent measurements under visible-light irradiation were performed at the 0.2 V bias potential vs. SCE on a CHI840C electrochemical workstation ( Chenhua Instrument , China ) with a standard three-electrode configuration using phototcatalyst-precoated fluorine doped tin oxide ( FTO ) ( coated area : 1 cm2 ) as the working electrode , Pt wire as the counter electrode , SCE as the reference electrode , and 0.5 Molality Na2SO4 aqueous solution as the electrolyte .",Molality,Na2SO4
1425,"Potassium also increases selectivity to low-weight olefins ( C2–C4 ) , for glycerol to monoglycerides conversion , the superiority of mesostructure catalysts in comparison with microporous catalysts has been elucidated in terms of accessibility to active sites , thermal stability , pore diffusion .",weight,Potassium
1426,"7 µl catalyst ink was loaded on glassy carbon electrode ( with a 3 mm diameter and polished to a mirror-finishing before loading the catalyst ink ) , dried at room temperature , it was used as the working electrode ( the catalyst loading was 876 µg cm−2 and Pt loading was 4.3 µg cm−2 ) .",temperature,Pt
1427,Finely ground K2CO3 was then mechanically mixed with the “ Ni–MoS4 ” catalyst precursor and calcined/decomposed in a tube furnace at 450°C for 90min under flowing H2 atmosphere .,atm,K2CO3
1428,"This system together with an aluminum jacket placed outside the reactor , made an even temperature profile in the catalyst bed ( set point ±0.5°C ) possible .",temperature,aluminum
1429,"The morphology of the catalysts was observed by scanning electron microscopy ( SEM ) using a Carl Zeiss EVO 40 SEM fitted with a BSD , an Everhart-Thornley detector , and a variable pressure chamber with a tungsten source .",pressure,tungsten
1430,"Stock solutions of Pd NPs-PDA @ Fe3O4 and Pd NPs-PDA @ UVM-7 catalysts were prepared dispersing by sonication the appropriate mass of the material ( 4−5 mg ) in low conductivity water ( 5 mL , ≈ 2.2 10−4 Molality ) .",Molality,Pd
1431,"Stock solutions of Pd NPs-PDA @ Fe3O4 and Pd NPs-PDA @ UVM-7 catalysts were prepared dispersing by sonication the appropriate mass of the material ( 4−5 mg ) in low conductivity water ( 5 mL , ≈ 2.2 10−4 Molality ) .",Molality,Fe3O4
1432,"Stock solutions of Pd NPs-PDA @ Fe3O4 and Pd NPs-PDA @ UVM-7 catalysts were prepared dispersing by sonication the appropriate mass of the material ( 4−5 mg ) in low conductivity water ( 5 mL , ≈ 2.2 10−4 Molality ) .",Molality,Pd
1433,"Prior to OSRM reaction , 0.1 gram of catalyst was reduced in-situ , using a stream of H2 ( 5 % ) /Ar ( 50 mL/min ) increasing temperature from room to 450 celcius with a heating rate of 10 °C/min and holding this temperature for 1.5 h. A thermocouple in contact with the catalytic bed was utilized in order to monitor and control the temperature inside the catalyst .",temperature,Ar
1434,"Prior to OSRM reaction , 0.1 gram of catalyst was reduced in-situ , using a stream of H2 ( 5 % ) /Ar ( 50 mL/min ) increasing temperature from room to 450 celcius with a heating rate of 10 °C/min and holding this temperature for 1.5 h. A thermocouple in contact with the catalytic bed was utilized in order to monitor and control the temperature inside the catalyst .",gram,Ar
1435,"Prior to OSRM reaction , 0.1 gram of catalyst was reduced in-situ , using a stream of H2 ( 5 % ) /Ar ( 50 mL/min ) increasing temperature from room to 450 celcius with a heating rate of 10 °C/min and holding this temperature for 1.5 h. A thermocouple in contact with the catalytic bed was utilized in order to monitor and control the temperature inside the catalyst .",celcius,Ar
1436,The X-ray diffraction ( XRD ) patterns of the as-prepared photocatalysts were tested by a Bruker D8 advance X-ray powder diffractometer with Cu Kα radiation at room temperature .,temperature,Cu
1437,"Finally , catalysts with different Ni loadings ( 5 wt. % , 10 wt. % , 15 wt. % , and 20 wt. % ) were obtained through reduction at 700 ℃ for 2 h in a H2 atmosphere furnace .",atm,Ni
1438,The quantitative yield of biodiesel was calculated by using Eq ( 1 ) as shown below : ( 1 ) Yield ( % ) = v o l u molarity e o f b i o d i e s e l × 100 v o l u molarity e o f w a s t e c o o k i n gram o i l The reusability of the CaO/NCC supported by PVA catalyst was examined by conducting a subsequent reaction cycle .,molarity,CaO
1439,The quantitative yield of biodiesel was calculated by using Eq ( 1 ) as shown below : ( 1 ) Yield ( % ) = v o l u molarity e o f b i o d i e s e l × 100 v o l u molarity e o f w a s t e c o o k i n gram o i l The reusability of the CaO/NCC supported by PVA catalyst was examined by conducting a subsequent reaction cycle .,gram,CaO
1440,"To prepare the NiFe2O4 nano photocatalyst by co-precipitation technique , a saturated solution of nickel nitrate [ Ni ( NO3 ) 2•6H2O ] was mixed with Ferrous nitrate [ Fe ( NO3 ) 2.9H2O ] , then NaOH ( 0.1 Molality ) was added to the mixture dropwise .",Molality,NiFe2O4
1441,"To prepare the NiFe2O4 nano photocatalyst by co-precipitation technique , a saturated solution of nickel nitrate [ Ni ( NO3 ) 2•6H2O ] was mixed with Ferrous nitrate [ Fe ( NO3 ) 2.9H2O ] , then NaOH ( 0.1 Molality ) was added to the mixture dropwise .",Molality,Ni
1442,"To prepare the NiFe2O4 nano photocatalyst by co-precipitation technique , a saturated solution of nickel nitrate [ Ni ( NO3 ) 2•6H2O ] was mixed with Ferrous nitrate [ Fe ( NO3 ) 2.9H2O ] , then NaOH ( 0.1 Molality ) was added to the mixture dropwise .",Molality,Fe
1443,"The catalyst was characterized using FT-IR ( PerkinElmer System 2000 ) , powder x-ray diffraction ( Siemens Diffractometer D5000 , Kristalloflex using CuKα radiation , λ = 0.154 nm , voltage = 40 kV , current = 30 mA ) , N2 adsoption-desoprtion porosimetry ( Micromeritics ASAP 2020 Porosimeter with a degassing condition of 200 celcius for 12h ) , atomic absorption spectroscopy ( PerkinElmer A Analyst 200 ) , 13C and 29Si solid state MAS NMR spectrometer ( Bruker AVANCE III , 400 MHz ) .",celcius,13C
1444,HER catalytic performance of the electrocatalysts were characterized in 1 Molality KOH or 0.5 Molality H2SO4 .,Molality,KOH
1445,HER catalytic performance of the electrocatalysts were characterized in 1 Molality KOH or 0.5 Molality H2SO4 .,Molality,H2SO4
1446,"A layer of borosilicate glass balls served as a preheating zone , ensuring that the reactant was vaporised and reached the reaction temperature before contacting the catalyst .",temperature,borosilicate
1447,"The catalysts were first pretreated at 300 celcius in 20 % O2/N2 for 1 h with a 10 oC·min−1 ramp , then cooled down to room temperature and purged with helium , and finally , the reaction gas was introduced .",temperature,helium
1448,"The catalysts were first pretreated at 300 celcius in 20 % O2/N2 for 1 h with a 10 oC·min−1 ramp , then cooled down to room temperature and purged with helium , and finally , the reaction gas was introduced .",celcius,helium
1449,The passivated M/Mo2C catalysts were first purged with He with a flow rate of 70mL/min at 200°C for 2h and then were cooled to room temperature .,temperature,Mo2C
1450,It was also noted that the catalyst activity of the Pt/Co3O4 catalysts increased with the increase of the reaction temperature .,temperature,Co3O4
1451,It was also noted that the catalyst activity of the Pt/Co3O4 catalysts increased with the increase of the reaction temperature .,temperature,Pt
1452,X-ray diffraction using a Phillips X ’ pert Pro diffractometer with Cu kelvin α incident radiation ( λ =1.5406Å ) was used to characterise the catalyst and compare it to samples synthesised elsewhere .,kelvin,Cu
1453,"F F c o n v e r s i o n ( % ) = 100 - molarity o l e s o f F F r e s i d u a l molarity o l e s o f F F i n i t i a l l y × 100 S e l e c t i v i t y ( % ) = molarity o l e o f s p e c i f i c p r o d u c t s u molarity o f molarity o l e o f d e t e c t e d o r gram a n i c c o molarity p o u n d s × 100 The performances of gas phase catalytic FF hydrogenation over the Cu/SiO2 , Cu/SiO2-x as well as commercial CuCr-Strem catalysts were evaluated under moderate conditions .",molarity,SiO2
1454,"F F c o n v e r s i o n ( % ) = 100 - molarity o l e s o f F F r e s i d u a l molarity o l e s o f F F i n i t i a l l y × 100 S e l e c t i v i t y ( % ) = molarity o l e o f s p e c i f i c p r o d u c t s u molarity o f molarity o l e o f d e t e c t e d o r gram a n i c c o molarity p o u n d s × 100 The performances of gas phase catalytic FF hydrogenation over the Cu/SiO2 , Cu/SiO2-x as well as commercial CuCr-Strem catalysts were evaluated under moderate conditions .",molarity,Cu
