,sentence,process_name
13514,"All the data from the pressure transducer, thermocouples, and the tachometer, were collected continuously by a data acquisition interface (Omega Multiscan 1200) and recorded on-line.",pressure
13515,"The reactor was thoroughly purged with N2 (for oxygen removal), and was then pressurized in a 25% H2–75% N2 blend to 350psig while heating to the required reaction temperature and stirring continuously at ca.",temperature
13516,All digestors were performed at ambient temperature (20 ± 2 °C) for 3 days in triplicate and then NaOH modified CS (NaOH CS) samples were obtained.,temperature
13517,All digestors were performed at ambient temperature (20 ± 2 °C) for 3 days in triplicate and then NaOH modified CS (NaOH CS) samples were obtained.,celcius
13518,"It is described as a fast-acting, temperature tolerant dry yeast that displays higher alcohol yields and maintains higher cell viability during fermentation as compared with standard distiller's yeast.",temperature
13519,"After stirring for 1 h, the solution was transferred into a 100 mL Teflon-lined autoclave and heated at 80 °C for 48 h in an oven, followed by a natural cooling process.",celcius
13520,"After pre-freezing in refrigerator, the samples were dried in vacuum-freeze-drying (−50 °C) for a few hours.",celcius
13521,UV–Vis diffuse reflectance spectra of the as-prepared products were carried out using an UV–Vis spectrophotometer (Shimadzu UV-2500) from 300 to 700 nm at room temperature and BaSO4 was used as a reference.,temperature
13522,The water-cooling system was used to keep the temperature maintain at 6 °C during the whole reaction process.,temperature
13523,The water-cooling system was used to keep the temperature maintain at 6 °C during the whole reaction process.,celcius
13524,"1H NMR (CDCl3, 400MHz): δ H 10.52 (s, 1H, NCHN), 7.60 (br s, 1H, NCH CHN), 7.23 (br s, 1H, NCHCHN), 6.78 (m, 2H,C6 H 2F3), 5.65 (s, 2H, CH 2), 4.15 (s, 3H, CH 3).",molarity
13525,"1H NMR (CDCl3, 400MHz): δ H 10.64 (s, 1H, NCHN), 7.27 (br s, 1H, NCH CHN), 7.23 (br s, 1H, NCHCHN), 7.12 (m, 2H,C6(CH3)2 H 3), 6.82 (br s, 1H, C6(CH3)2 H 3), 5.62 (s, 2H, CH 2), 4.13 (s, 3H, NCH 3), 2.34 (s, 6H, CCH 3).",molarity
13526,"1H NMR (CDCl3, 400MHz): δ H 7.09 (d, 1H, NCH CHN), 7.07 (d, 1H, NCH CHN), 6.75 (m, 2H,C6(CH3)2 H 3), 6.24 (t, 1H,C6(CH3)2 H 3), 5.29 (d, 1H, CHH), 4.73 (d, 1H, CHH), 3.99 (s, 3H, NCH 3), 2.30 (s, 6H, CCH 3), 1.69 (s, 15H, CCH 3).",molarity
13527,"The resonances due to the four main components 2, 3, 4, and 5 (2, δ H 9.78 (C(O)H, m, I 2 (tables S21–S30)); 3, δ H 9.38 (C(O)H, s, I 3 (tables S21–S30)); 4, δ H 9.60 (C(O)H, d, J HH =2.02Hz, I 4 (tables S21–S30)); 5, δ H 3.60 (CH 2OH, t, J HH =6.64Hz, I 5 (tables S21–S30))) were investigated in the 1H NMR spectrum of the resulting solutions.",molarity
13528,"The bioreactor was composed of a main column that was 120cm in height, 8cm in diameter and had a total working volume of 8L (including a 4L buffer tank).",volume
13529,An appropriate amount of the SC-immobilized cells were placed in the DTFBR reactor to reach a solid volume of 10% (v/v) (total weight of ca.,weight
13530,An appropriate amount of the SC-immobilized cells were placed in the DTFBR reactor to reach a solid volume of 10% (v/v) (total weight of ca.,volume
13531,The temperature of the DTFBR was controlled at 40°C and the liquid recycle rate was set at 6l/min to maintain the circulation of SC-immobilized particles in the fluidized bed.,temperature
13532,"The thermal treatment was carried out in a batch mode (the influent and effluent were switched off), as the temperature was rapidly elevated to a designated temperature (50, 60, 70, and 80°C), which was maintained for 1h.",temperature
13533,"After that, the temperature was cooled down naturally to 40°C, and the reactor was switched back to a continuous mode.",temperature
13534,The mixture was kept at 523 K with a certain pressure of hydrogen for many hours at 600 rpm stirring.,pressure
13535,The mixture was kept at 523 K with a certain pressure of hydrogen for many hours at 600 rpm stirring.,kelvin
13536,"To perform the BET analysis, the required amount of the samples were pre-heated at 150 °C for 2 h. To study the thermal stability of the catalyst and some prepared compounds, METTLER TOLEDO thermogravimetric analysis apparatus was employed.",celcius
13537,"Typically, 10.0 g β-CD in aqueous solution was placed into 150 mL Teflon sealed autoclave and maintained at 200 °C for 12 h and then cooled to the room temperature.",temperature
13538,"Typically, 10.0 g β-CD in aqueous solution was placed into 150 mL Teflon sealed autoclave and maintained at 200 °C for 12 h and then cooled to the room temperature.",gram
13539,"Typically, 10.0 g β-CD in aqueous solution was placed into 150 mL Teflon sealed autoclave and maintained at 200 °C for 12 h and then cooled to the room temperature.",celcius
13540,"2.2.2 Synthesis of Hal-CCD To prepare Hal-CCD nanocomposite, Hal and CCD with weight ratio of 1:2 were mixed in distilled water and then transferred into a 150 mL Teflon-lined stainless steel autoclave.",weight
13541,"The reactor was sealed and maintained at 220 °C for 48 h. After hydrothermal treatment, the nanocomposite was filtered off and after washing with distilled water dried in oven at 60 °C in 24 h. 2.2.3 Synthesis of Pd@Hal-CCD Immobilization of Pd nanoparticles on Hal-CCD nanocomposites, was accomplished by wet impregnation method.",celcius
13542,"The mixture was then stirred at room temperature for 3 h. In the next step, a solution of 0.075 g NaBH4 in 10 mL water was added into the Hal-CCD and Pd(OAc)2 suspension in a dropwise manner and the resulting mixture was stirred for 2 h. Finally, the solid material was filtered off, washed with water and dried in oven at 60 °C for 12 h. The schematic procedure of the synthesis of the catalyst is illustrated in Fig.",temperature
13543,"The mixture was then stirred at room temperature for 3 h. In the next step, a solution of 0.075 g NaBH4 in 10 mL water was added into the Hal-CCD and Pd(OAc)2 suspension in a dropwise manner and the resulting mixture was stirred for 2 h. Finally, the solid material was filtered off, washed with water and dried in oven at 60 °C for 12 h. The schematic procedure of the synthesis of the catalyst is illustrated in Fig.",gram
13544,"The mixture was then stirred at room temperature for 3 h. In the next step, a solution of 0.075 g NaBH4 in 10 mL water was added into the Hal-CCD and Pd(OAc)2 suspension in a dropwise manner and the resulting mixture was stirred for 2 h. Finally, the solid material was filtered off, washed with water and dried in oven at 60 °C for 12 h. The schematic procedure of the synthesis of the catalyst is illustrated in Fig.",celcius
13545,"The sample preparation procedure for ICP analysis is as follow: a mixture (1:3) of concentrated nitric acid and hydrochloric acid was prepared and Pd@Hal-CCD (0.02 g) was digested in the aforementioned acidic solution through constant stirring for 24 h. Subsequently, the resulting extract was analyzed by ICP-AES.",gram
13546,"To recycle Pd@Hal-CCD, the recovered catalyst was washed with water and EtOH several times, then dried in oven at 80 °C for 8 h. All the obtained products were known and their formation was verified by using FTIR, GC-Mass and comparing their melting/boiling points with that of authentic samples, see “Supporting Information”.",celcius
13547,"The BET equation  were used for the analysis of the corresponding adsorption isotherms, from which the BET surface area (S BET), the external porous surface area (S EXT) and the micropore volume (V MIC) were obtained.",volume
13548,"The amount of evolved gases was recorded as a function of temperature using a quadrupole mass spectrometer (Balzers, model Thermocube), as described elsewhere .",temperature
13549,"At the same time, NaOH solution was also added to keep the pH of the slurry at 10 in the condition of 30 °C and under vigorous stirring.",celcius
13550,Then the reactor was sealed and heated from room temperature to 250 °C with a 10 °C min−1 temperature ramp.,temperature
13551,Then the reactor was sealed and heated from room temperature to 250 °C with a 10 °C min−1 temperature ramp.,celcius
13552,2.4.2 Evaluation procedure of hydrogen-donating ability of liquefaction reaction systems H2O (24.00 g) and EtOH (36.00 g) were put into an autoclave (100 mL).,gram
13553,The reactor was sealed and heated from room temperature to 250 °C with a 10 °C min−1 temperature ramp.,temperature
13554,The reactor was sealed and heated from room temperature to 250 °C with a 10 °C min−1 temperature ramp.,celcius
13555,"The hydrogenation reaction was conducted at a given time and a specified temperature, as shown in Table 6.",temperature
13556,The injector was maintained at 280 °C.,celcius
13557,A matrix-assisted laser desorption/ionization time-of-flight mass spectrometry (MALDI-TOF-MS) was employed to characterize the change in molecular weight.,weight
13558,"Both batch and continuous cultures were performed at 32°C, pH 7.1, and 100rpm agitation with a working volume of 800ml.",volume
13559,"At the beginning of fermentation, three types of carriers (activated carbon, clay and silica gel) were added into the bioreactors at a weight to volume (w/v) ratio of 2%.",weight
13560,"At the beginning of fermentation, three types of carriers (activated carbon, clay and silica gel) were added into the bioreactors at a weight to volume (w/v) ratio of 2%.",volume
13561,The HRT is defined according to the following equation: (2) HRT = V F 0 where V is the working volume of the culture (ml) and F 0 is the volumetric feeding rate of the medium (ml/h).,volume
13562,"(3) : (3) η ( % ) = H 2 output × H 2 energy content light energy input × 100 = 33.61 ρ H 2 V H 2 I A t × 100 where v H 2 is the volume of H2 produced (l), ρ H 2 is the density of H2 produced (g/l), I the light intensity (W/m2), A the irradiated area (m2), and t is the duration of H2 production (h).",volume
13563,"Cell concentration of the culture was regularly monitored by measuring optical density at 660nm (i.e., OD660) using a UV-VIS spectrophotometer (model U-2001, Hitachi, Tokyo, Japan).",concentration
13564,"The dried sludge powders were stored at room temperature, while awaiting further use.",temperature
13565,"A Maccor Series 4000 Battery Test System (Oklahoma, USA) was connected to the plungers and used to measure the DC resistance by a four-point probe method at room temperature.",temperature
13566,The port was connected to a pressure transducer and a gas sampling trap.,pressure
13567,"Afterwards, the reactor was purged with nitrogen 3 times to exclude air, pressurized with 0.4MPa of hydrogen in addition to 0.5MPa of nitrogen, and heated to the reaction temperature, which was kept constant for the duration of the intended reaction time with stirring at 600–720rpm.",temperature
13568,The temperature was monitored using a thermocouple inserted in the autoclave.,temperature
13569,Approximately 30min was required to reach the desired temperature.,temperature
13570,The products were identified using standard substances and were quantified by the external standard method using an aqueous solution of each product at a known concentration.,concentration
13571,"Simultaneously, ultrasonic irradiation was operated to combine with the process of ozonation at a total applied ozone concentration of 4.0 mg/L.",concentration
13572,The concentration of the fluorescent product was determined in accordance with the fluorescence intensity at 320 nm (excited at 400 nm) using a Hitachi F-4500 fluorescence spectrometer.,concentration
13573,"PVA, water, formamide (2:1:1 in weight) and MCC were mixed in a high-speed mixer (1000rpm) at room temperature for 10min.",temperature
13574,"PVA, water, formamide (2:1:1 in weight) and MCC were mixed in a high-speed mixer (1000rpm) at room temperature for 10min.",weight
13575,The PVA blends were melt-mixed using a Brabender Plasti-corder PL2000 mixing machine with a mixing volume of 50cm3 at 150°C and 30rpm for 10min.,volume
13576,2.4.3 Thermal property analysis Curves of differential scanning calorimetry (DSC) analysis for the samples were recorded on a NETZSH 204 DSC differential scanning calorimeter under a flowing N2 with sample weight 5mg.,weight
13577,The thermal properties of all samples were measured by heating from ambient temperature to 250°C at a heating rate of 10°C/min.,temperature
13578,"(1) χ c = Δ H m w Δ H m 0 where w is the weight fraction of PVA matrix in the composites, ΔH m is the heat of fusion and Δ H m 0 is the heat of fusion of 100% crystalline PVA which has a value of 161J/g (Uddin, Fujie, Sembo, & Gotoh, 2012).",weight
13579,"(1) χ c = Δ H m w Δ H m 0 where w is the weight fraction of PVA matrix in the composites, ΔH m is the heat of fusion and Δ H m 0 is the heat of fusion of 100% crystalline PVA which has a value of 161J/g (Uddin, Fujie, Sembo, & Gotoh, 2012).",molarity
13580,"For analysis of fresh catalysts, samples were loaded into the chamber and pretreated in flowing air at 2°C/min to 500°C for zeolites and 10°C/min to 500°C for silica materials, and held at this temperature for 3h.",temperature
13581,"750mg of catalyst was physically mixed with an appropriate amount of an inert, low surface-area diluent, silicon carbide (SiC), to a volume equal to the isothermal zone of the reactor (3mL).",volume
13582,"The diluent was used to prevent channeling, to mitigate axial dispersion problems, and to minimize temperature gradients in the catalyst bed.",temperature
13583,"A four-point thermocouple centered in the catalyst bed was used to monitor reaction temperature, which was maintained at +/−0.5°C.",temperature
13584,"The flow rates of the nitrogen, argon and the alcohol feed stream were adjusted to vary the WHSV while keeping the mole fraction (and hence partial pressure or activity) of the alcohol stream constant (2.3–2.5mol%).",pressure
13585,The GC/MS was calibrated using gas and liquid standards containing reactant and product compounds of known concentration.,concentration
13586,"(5): (5) S i = c i n i Σ c i n i × 100 where ci and ni represent concentration and carbon number, respectively, for individual oxygenate and hydrocarbon products.",concentration
13587,2.2.4 Catalytic testing: ethanol dehydration kinetics Intrinsic kinetic studies were performed with a fixed bed reactor and the temperature was controlled and monitored to achieve a steady-state temperature of 300.0±0.2°C.,temperature
13588,"(8): (8) TOF ethanol = WHSV / MW ethanol × X ethanol A NH 3 where WHSV is the weight-hourly space velocity of ethanol, MWethanol is the molecular weight of ethanol, X ethanol is the steady-state ethanol conversion and A N H 3 is the acid site density in μmol/g of the fresh catalyst as determined by NH3-TPD.",weight
13589,"The resulting solution was transferred into a 45 mL Teflon-lined stainless-steel autoclave and then kept at 180 °C for 24 h. After cooled down to room temperature, the bright yellow precipitate was collected by centrifugation and washed with deionized water and absolute ethanol for several times to remove impurities.",temperature
13590,"The resulting solution was transferred into a 45 mL Teflon-lined stainless-steel autoclave and then kept at 180 °C for 24 h. After cooled down to room temperature, the bright yellow precipitate was collected by centrifugation and washed with deionized water and absolute ethanol for several times to remove impurities.",celcius
13591,"Then the solution was transferred into a 45 mL Teflon-lined stainless-steel autoclave and kept at 120 °C for 4 h. After cooled down to room temperature, the black precipitate was collected by centrifugation and washed with deionized water and absolute ethanol for several times to remove impurities, and dried at 60 °C for 12 h. The crystal structure and phase purity of the samples were characeterized by Powder X-ray diffractometer (XRD) measurements performed with a Philips PW 3040/60 XRD using the Cu Kα radiation.",temperature
