,sentence,catalyst
4411,"At the first stage, a 1M solution of appropriate amounts of hydrous metal nitrate precursors in ethanol was made for synthesis of CuO-ZnO-Al2O3-ZrO2-CeO2 nanocatalysts with different value of zirconia and ceria.",zirconia
4412,"1 illustrates schematically the procedure used for preparation of the CuO/ZnO/ZrO2/Al2O3 nanocatalyst which can be divided to three main steps: precursor preparation, ultrasound-assisted coprecipitation synthesis method, heat treatment and catalyst forming.",ZnO
4413,"1 illustrates schematically the procedure used for preparation of the CuO/ZnO/ZrO2/Al2O3 nanocatalyst which can be divided to three main steps: precursor preparation, ultrasound-assisted coprecipitation synthesis method, heat treatment and catalyst forming.",ZrO2
4414,"1 illustrates schematically the procedure used for preparation of the CuO/ZnO/ZrO2/Al2O3 nanocatalyst which can be divided to three main steps: precursor preparation, ultrasound-assisted coprecipitation synthesis method, heat treatment and catalyst forming.",Al2O3
4415,"1 illustrates schematically the procedure used for preparation of the CuO/ZnO/ZrO2/Al2O3 nanocatalyst which can be divided to three main steps: precursor preparation, ultrasound-assisted coprecipitation synthesis method, heat treatment and catalyst forming.",CuO
4416,Mordenite type of zeolite was utilized as catalyst support.,Mordenite
4417,Mordenite type of zeolite was utilized as catalyst support.,zeolite
4418,Ammonium hydroxide was used for basic medium to synthesize zeolite based Ag–Cu bimetallic catalysts.,zeolite
4419,Ammonium hydroxide was used for basic medium to synthesize zeolite based Ag–Cu bimetallic catalysts.,Cu
4420,Ammonium hydroxide was used for basic medium to synthesize zeolite based Ag–Cu bimetallic catalysts.,Ag
4421,Impregnation method was employed for the syntheses of zeolite based Ag–Cu bimetallic catalysts.,Cu
4422,Impregnation method was employed for the syntheses of zeolite based Ag–Cu bimetallic catalysts.,Ag
4423,Impregnation method was employed for the syntheses of zeolite based Ag–Cu bimetallic catalysts.,zeolite
4424,The thermal profiles of zeolite based Ag–Cu bimetallic catalysts were explored by thermal gravimetric analysis (TGA).,Ag
4425,The thermal profiles of zeolite based Ag–Cu bimetallic catalysts were explored by thermal gravimetric analysis (TGA).,zeolite
4426,The thermal profiles of zeolite based Ag–Cu bimetallic catalysts were explored by thermal gravimetric analysis (TGA).,Cu
4427,The crystallographic properties of zeolite based Ag–Cu bimetallic catalysts were examined by Rigaku Japan model UltimaIV.,zeolite
4428,The crystallographic properties of zeolite based Ag–Cu bimetallic catalysts were examined by Rigaku Japan model UltimaIV.,Cu
4429,The crystallographic properties of zeolite based Ag–Cu bimetallic catalysts were examined by Rigaku Japan model UltimaIV.,Ag
4430,Morphology of zeolite based Ag–Cu bimetallic catalysts was investigated by Field Emission Scanning Electron Microscopy (FE-SEM).,Ag
4431,Morphology of zeolite based Ag–Cu bimetallic catalysts was investigated by Field Emission Scanning Electron Microscopy (FE-SEM).,zeolite
4432,Morphology of zeolite based Ag–Cu bimetallic catalysts was investigated by Field Emission Scanning Electron Microscopy (FE-SEM).,Cu
4433,Slurry reactor Parr 5500 was used to evaluate the catalytic performance zeolite based Ag–Cu bimetallic catalysts for CO2 hydrogenation to methanol.,Ag
4434,Slurry reactor Parr 5500 was used to evaluate the catalytic performance zeolite based Ag–Cu bimetallic catalysts for CO2 hydrogenation to methanol.,Cu
4435,Slurry reactor Parr 5500 was used to evaluate the catalytic performance zeolite based Ag–Cu bimetallic catalysts for CO2 hydrogenation to methanol.,zeolite
4436,provide enough information about kinetics of methanol synthesis over commercial CuO/ZnO/Al2O3 catalysts.,ZnO
4437,provide enough information about kinetics of methanol synthesis over commercial CuO/ZnO/Al2O3 catalysts.,CuO
4438,provide enough information about kinetics of methanol synthesis over commercial CuO/ZnO/Al2O3 catalysts.,Al2O3
4439,in 2008  added Sodium (NaOH) as catalyst to the alcohols.,Sodium
4440,"The same process was followed for the synthesis of Au/TiO2 nanorod, Au/TiO2 microporous and for other metal oxide support materials (Fe2O3, SiO2, ZrO2 and CeO2) catalyst.",CeO2
4441,"The same process was followed for the synthesis of Au/TiO2 nanorod, Au/TiO2 microporous and for other metal oxide support materials (Fe2O3, SiO2, ZrO2 and CeO2) catalyst.",SiO2
4442,"The same process was followed for the synthesis of Au/TiO2 nanorod, Au/TiO2 microporous and for other metal oxide support materials (Fe2O3, SiO2, ZrO2 and CeO2) catalyst.",TiO2
4443,"The same process was followed for the synthesis of Au/TiO2 nanorod, Au/TiO2 microporous and for other metal oxide support materials (Fe2O3, SiO2, ZrO2 and CeO2) catalyst.",Au
4444,"The same process was followed for the synthesis of Au/TiO2 nanorod, Au/TiO2 microporous and for other metal oxide support materials (Fe2O3, SiO2, ZrO2 and CeO2) catalyst.",Fe2O3
4445,"The same process was followed for the synthesis of Au/TiO2 nanorod, Au/TiO2 microporous and for other metal oxide support materials (Fe2O3, SiO2, ZrO2 and CeO2) catalyst.",TiO2
4446,"The same process was followed for the synthesis of Au/TiO2 nanorod, Au/TiO2 microporous and for other metal oxide support materials (Fe2O3, SiO2, ZrO2 and CeO2) catalyst.",ZrO2
4447,"The same process was followed for the synthesis of Au/TiO2 nanorod, Au/TiO2 microporous and for other metal oxide support materials (Fe2O3, SiO2, ZrO2 and CeO2) catalyst.",Au
4448,The controlled oxidation reaction of benzyl alcohol to benzaldehyde under the flow of O2 (5 mL min−1) is carried out as a model reaction to study the activity of the prepared Au catalysts.,Au
4449,"This work uses supercritical methanol, that acts as a reaction medium and a reducing agent, to synthesize carbon-supported nickel catalysts.",nickel
4450,The ratio of support to precursor was chosen to create a catalyst with a nominal loading of 55wt.% of Ni.,Ni
4451,"The amount of nickel in each catalyst was measured using thermogravimetric analysis (TGA Q 500, TA Instruments).",nickel
4452,From this weight gain we were able to calculate the Ni content of the starting catalyst.,Ni
4453,"The amount of nickel in each catalyst was measured using thermogravimetric analysis (TGA Q 500, TA Instruments).",nickel
4454,"The MFC has a porous GDL that controls flow of methanol, an effective catalyst consisting of layer of Pt-Ru nanoparticles for splitting methanol into H+ and e-, and a PEM for proton transmission as illustrated in Fig.",Pt
4455,"The MFC has a porous GDL that controls flow of methanol, an effective catalyst consisting of layer of Pt-Ru nanoparticles for splitting methanol into H+ and e-, and a PEM for proton transmission as illustrated in Fig.",Ru
4456,"For the reaction of O2, H+ and e- into water, an efficient catalyst (Pt) was loaded on cathode GDL.",Pt
4457,"AQE was calculated by the following equation: A Q E = N H 2 N p = n u m b e r o f r e a c t e d e l e c t r o n s n u m b e r o f i n c i d e n t p h o t o n s × 100 % = 2 × t h e n u m b e r o f e v o l v e d H 2 m o l e c u i e s n u m b e r o f i n c i d e n t p h o t o n s × 100 % Photocurrent response and linear sweep voltammetry and electrochemical impedance of the catalysts were measured on an electrochemical workstation (CHI 630e) in a three-electrode quartz reactor using 0.5 M Na2SO4 solution and a mixed solution of 0.1 M K3[Fe(CN)6] and K4[Fe(CN)6]∙3H2O, respectively, as the electrolyte solutions.",Na2SO4
4458,"AQE was calculated by the following equation: A Q E = N H 2 N p = n u m b e r o f r e a c t e d e l e c t r o n s n u m b e r o f i n c i d e n t p h o t o n s × 100 % = 2 × t h e n u m b e r o f e v o l v e d H 2 m o l e c u i e s n u m b e r o f i n c i d e n t p h o t o n s × 100 % Photocurrent response and linear sweep voltammetry and electrochemical impedance of the catalysts were measured on an electrochemical workstation (CHI 630e) in a three-electrode quartz reactor using 0.5 M Na2SO4 solution and a mixed solution of 0.1 M K3[Fe(CN)6] and K4[Fe(CN)6]∙3H2O, respectively, as the electrolyte solutions.",quartz
4459,"for Au/TiO2 catalysts, substituting HAuCl4·3H2O with K2PtCl6 .",TiO2
4460,"for Au/TiO2 catalysts, substituting HAuCl4·3H2O with K2PtCl6 .",Au
4461,"B-CNPs supported palladium electrocatalyst (Pd/B-CNPs) with various amount of palladium (5, 10, 20 and 30 wt%) have been effectively synthesized using the chemical reduction method .",palladium
4462,"B-CNPs supported palladium electrocatalyst (Pd/B-CNPs) with various amount of palladium (5, 10, 20 and 30 wt%) have been effectively synthesized using the chemical reduction method .",Pd
4463,"B-CNPs supported palladium electrocatalyst (Pd/B-CNPs) with various amount of palladium (5, 10, 20 and 30 wt%) have been effectively synthesized using the chemical reduction method .",palladium
4464,"In this technique, the synthesized 30 wt% Pd/B3-CNPs was used as the cathode catalyst for HER and RuO2 as the anode catalyst for OER electrodes respectively.",Pd
4465,"In this technique, the synthesized 30 wt% Pd/B3-CNPs was used as the cathode catalyst for HER and RuO2 as the anode catalyst for OER electrodes respectively.",RuO2
4466,"Initially, the electrocatalyst homogeneous ink was prepared from a mixture of electrocatalyst, 5 wt% Nafion solution (DuPont, USA), isopropyl alcohol and water followed by ultra-sonication for 60 min.",Nafion
4467,"Later, the catalyst coated membrane sandwiched between Teflon sheets and hot pressed with 120 °C temperature under 60 kg cm−2 pressure for 3 min to form a membrane electrode assembly (MEA) .",Teflon
4468,"For a typical synthesis, the required metal salt solution was prepared in a volume of pure water corresponding to 115vol% of pore volume of alumina (0.248cm3/gm, measured by Micromeritics ASAP 2010) used for catalyst support.",alumina
4469,"Table 1 portrays the summery of surface area, pore size and pore volume of gamma (γ) and theta (θ) alumina and synthesized catalysts.",alumina
4470,"The catalyst and 70ml of de-ionized water were added to the reactor, after which it was closed and purged with helium gas at a constant pressure of 0.2MPa for 20min to drive away all the air and oxygen that may be present in the system.",helium
4471,"The catalyst material was placed between two inert, porous alumina supports that acted as heat shields and also served as another mixing layer to ensure uniform fuel vapor concentration over the entire catalyst surface.",alumina
4472,A platinum metal mesh or a Rh/Al2O3 foam was used as the catalyst.,Al2O3
4473,A platinum metal mesh or a Rh/Al2O3 foam was used as the catalyst.,Rh
4474,"The present study exemplifies the use of a conventional mineral acid (H2SO4), a Brønsted acid (pTSA) and a LTTM (ChCl:pTSA) as catalysts for the production of IAA.",H2SO4
4475,"The present study exemplifies the use of a conventional mineral acid (H2SO4), a Brønsted acid (pTSA) and a LTTM (ChCl:pTSA) as catalysts for the production of IAA.",pTSA
4476,"The present study exemplifies the use of a conventional mineral acid (H2SO4), a Brønsted acid (pTSA) and a LTTM (ChCl:pTSA) as catalysts for the production of IAA.",ChCl
4477,"3.3.1 Goal and scope definition LCA in the present research was executed to assess the environmental effects in the production of IAA through two different pathways which enabled the comparison of the catalytic esterification of isoamyl alcohol by conventional mineral acid (H2SO4) and the intensified catalyst, LTTM (ChCl:pTSA) proposed in this study.",ChCl
4478,"3.3.1 Goal and scope definition LCA in the present research was executed to assess the environmental effects in the production of IAA through two different pathways which enabled the comparison of the catalytic esterification of isoamyl alcohol by conventional mineral acid (H2SO4) and the intensified catalyst, LTTM (ChCl:pTSA) proposed in this study.",H2SO4
4479,The reference scenario for this strategy was the traditional approach of IAA production using H2SO4 as the catalyst that involved the esterification and the product purification stage as exhibited in Fig.,H2SO4
4480,"Ni/CeO2 catalysts were prepared by three methodologies: wet impregnation (NiCe-Imp), co-precipitation (NiCe-CP) and combustion (NiCe-Com).",Ni
4481,"Ni/CeO2 catalysts were prepared by three methodologies: wet impregnation (NiCe-Imp), co-precipitation (NiCe-CP) and combustion (NiCe-Com).",CeO2
