Title,Pub_name,DOI,Link
Catalysts of Ni/α-Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> and Ni/La<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf>-αAl<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> for hydrogen production by steam reforming of bio-oil aqueous fraction with pyrolytic lignin retention,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2012.11.014,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2012.11.014?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Role and effect of molybdenum on the performance of Ni-Mo/γ-Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> catalysts in the hydrogen production by auto-thermal reforming of ethanol,Journal of Molecular Catalysis A: Chemical,10.1016/j.molcata.2006.08.030,https://api.elsevier.com/content/article/doi/10.1016/j.molcata.2006.08.030?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Synergistic engineering of morphology and electronic structure in constructing metal-organic framework-derived Ru doped cobalt-nickel oxide heterostructure towards efficient alkaline hydrogen evolution reaction,Chemical Engineering Journal,10.1016/j.cej.2021.131300,https://api.elsevier.com/content/article/doi/10.1016/j.cej.2021.131300?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
A Practical and Stereoselective <ce:italic>In Situ</ce:italic> NHC-Cobalt Catalytic System for Hydrogenation of Ketones and Aldehydes,Chem,10.1016/j.chempr.2019.03.010,https://api.elsevier.com/content/article/doi/10.1016/j.chempr.2019.03.010?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Performance explorations of a naturally aspirated opposed rotary piston engine fuelled with hydrogen under part load and stoichiometric conditions using a numerical simulation approach,Energy,10.1016/j.energy.2021.120003,https://api.elsevier.com/content/article/doi/10.1016/j.energy.2021.120003?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Synthesis of alcohols from carbon oxides and hydrogen: VI. Zn and Ti Oxides: Preparation and Catalytic Activity,Applied Catalysis,10.1016/S0166-9834(00)82422-7,https://api.elsevier.com/content/article/doi/10.1016/S0166-9834(00)82422-7?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Unexpected Pd/C-catalyzed room temperature and atmospheric pressure hydrogenation of 2-methylenecyclobutanones,Molecular Catalysis,10.1016/j.mcat.2019.110450,https://api.elsevier.com/content/article/doi/10.1016/j.mcat.2019.110450?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Covalently and non-covalently immobilized clusters onto nanocarbons as catalysts precursors for cinnamaldehyde selective hydrogenation,Journal of Catalysis,10.1016/j.jcat.2015.06.003,https://api.elsevier.com/content/article/doi/10.1016/j.jcat.2015.06.003?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Nitrogen-self doped activated carbon nanosheets derived from peanut shells for enhanced hydrogen evolution reaction,Applied Surface Science,10.1016/j.apsusc.2019.06.040,https://api.elsevier.com/content/article/doi/10.1016/j.apsusc.2019.06.040?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
High oleic safflower oil as a feedstock for stable biodiesel and biolubricant production,Industrial Crops and Products,10.1016/j.indcrop.2021.113701,https://api.elsevier.com/content/article/doi/10.1016/j.indcrop.2021.113701?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Cu incorporated MCM-48 for the liquid phase hydrogenation of cinnamaldehyde,Microporous and Mesoporous Materials,10.1016/j.micromeso.2010.11.009,https://api.elsevier.com/content/article/doi/10.1016/j.micromeso.2010.11.009?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Poly (vinyl alcohol) and poly (benzimidazole) blend membranes for high performance alkaline direct ethanol fuel cells,Renewable Energy,10.1016/j.renene.2018.05.020,https://api.elsevier.com/content/article/doi/10.1016/j.renene.2018.05.020?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Novel assisted/unassisted ultrasound treatment: Effect on respiration rate, ethylene production, enzymes activity, volatile composition, and odor of cherry tomato",LWT,10.1016/j.lwt.2021.111779,https://api.elsevier.com/content/article/doi/10.1016/j.lwt.2021.111779?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Protein S-sulfhydration: Unraveling the prospective of hydrogen sulfide in the brain, vasculature and neurological manifestations",Ageing Research Reviews,10.1016/j.arr.2022.101579,https://api.elsevier.com/content/article/doi/10.1016/j.arr.2022.101579?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Mechanistic insights into interfacial nano-synergistic effects in trimetallic Rh-on-NiCo on-CNTs for room temperature solvent-free hydrogenations,Applied Catalysis B: Environmental,10.1016/j.apcatb.2021.120404,https://api.elsevier.com/content/article/doi/10.1016/j.apcatb.2021.120404?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Community analysis of thermophilic hydrogen-producing consortia enriched from Thailand hot spring with mixed xylose and glucose,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2011.05.087,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2011.05.087?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Preparation and properties of High sheared Poly(Vinyl Alcohol)/Chitosan blended Hydrogels films with <ce:italic>Lawsonia inermis</ce:italic> extract as wound dressing,Journal of Drug Delivery Science and Technology,10.1016/j.jddst.2020.102227,https://api.elsevier.com/content/article/doi/10.1016/j.jddst.2020.102227?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
A novel way to facilely degrade organic pollutants with the tail-gas derived from PHP (phosphoric acid plus hydrogen peroxide) pretreatment of lignocellulose,Journal of Hazardous Materials,10.1016/j.jhazmat.2021.127517,https://api.elsevier.com/content/article/doi/10.1016/j.jhazmat.2021.127517?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Correlation of <ce:italic>Streptococcus mutans</ce:italic> and <ce:italic>Streptococcus sanguinis</ce:italic> colonization and <ce:italic>ex vivo</ce:italic> hydrogen peroxide production in carious lesion-free and high caries adults,Archives of Oral Biology,10.1016/j.archoralbio.2014.09.007,https://api.elsevier.com/content/article/doi/10.1016/j.archoralbio.2014.09.007?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Forensic Sciences | Alcohol in Body Fluids,Encyclopedia of Analytical Science,10.1016/B978-0-12-409547-2.11685-3,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-409547-2.11685-3?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
A comprehensive review on current status and future perspectives of microbial volatile fatty acids production as platform chemicals,Science of The Total Environment,10.1016/j.scitotenv.2021.152500,https://api.elsevier.com/content/article/doi/10.1016/j.scitotenv.2021.152500?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Concentrated solar photocatalysis for hydrogen generation from water by titania-containing gold nanoparticles,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2020.01.197,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2020.01.197?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Assessment of the cerebellar neurotoxic effects of nicotine in prenatal alcohol exposure in rats,Life Sciences,10.1016/j.lfs.2017.12.010,https://api.elsevier.com/content/article/doi/10.1016/j.lfs.2017.12.010?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Alternative energy valorization routes of black liquor by stepwise supercritical water gasification: Effect of process parameters on hydrogen yield and energy efficiency,Renewable and Sustainable Energy Reviews,10.1016/j.rser.2020.110146,https://api.elsevier.com/content/article/doi/10.1016/j.rser.2020.110146?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
A kinetic study of the liquid-phase hydrogenation of citral on Au/TiO<ce:inf loc=post>2</ce:inf> and Pt–Sn/TiO<ce:inf loc=post>2</ce:inf> thin films in capillary microreactors,Applied Catalysis A: General,10.1016/j.apcata.2011.03.021,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2011.03.021?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Palm oil mill effluent (POME) as raw material for biohydrogen and methane production via dark fermentation,Renewable and Sustainable Energy Reviews,10.1016/j.rser.2018.04.031,https://api.elsevier.com/content/article/doi/10.1016/j.rser.2018.04.031?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Jet fuel production in eucalyptus pulp mills: Economics and carbon footprint of ethanol vs. butanol pathway,Bioresource Technology,10.1016/j.biortech.2018.07.102,https://api.elsevier.com/content/article/doi/10.1016/j.biortech.2018.07.102?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"New role for photoexcited organic dye, Na<ce:inf loc=post>2</ce:inf> eosin Y <ce:italic>via</ce:italic> the direct hydrogen atom transfer (HAT) process in photochemical visible-light-induced synthesis of spiroacenaphthylenes and 1<ce:italic>H</ce:italic>-pyrazolo[1,2-<ce:italic>b</ce:italic>]phthalazine-5,10-diones under air atmosphere",Dyes and Pigments,10.1016/j.dyepig.2021.109628,https://api.elsevier.com/content/article/doi/10.1016/j.dyepig.2021.109628?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Metallic WSe<ce:inf loc=post>2</ce:inf>: Sn nanosheets assembled on graphene by a modified hydrothermal process for hydrogen evolution reaction,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2019.124149,https://api.elsevier.com/content/article/doi/10.1016/j.colsurfa.2019.124149?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Gas flow acceleration classification of polyvinyl alcohol (PVA) to promote energy saving in pulverizing system,Journal of Cleaner Production,10.1016/j.jclepro.2019.118782,https://api.elsevier.com/content/article/doi/10.1016/j.jclepro.2019.118782?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Selectivity in the gas-phase hydrogenation of 4-nitrobenzaldehyde over supported Au catalysts,Journal of Catalysis,10.1016/j.jcat.2013.10.011,https://api.elsevier.com/content/article/doi/10.1016/j.jcat.2013.10.011?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
5: Production processes from lignocellulosic feedstock,Production Processes of Renewable Aviation Fuel,10.1016/B978-0-12-819719-6.00005-5,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-819719-6.00005-5?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Effect of Elevated Hydrogen Partial Pressure on Mixed Culture Homoacetogenesis,Chemical Engineering Science: X,10.1016/j.cesx.2021.100118,https://api.elsevier.com/content/article/doi/10.1016/j.cesx.2021.100118?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Enhanced photocatalytic hydrogen evolution using green carbon quantum dots modified 1-D CdS nanowires under visible light irradiation,Solar Energy,10.1016/j.solener.2020.08.061,https://api.elsevier.com/content/article/doi/10.1016/j.solener.2020.08.061?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Esterification, transesterification and hydrogenation reactions of polyunsaturated compounds catalyzed by a recyclable polymer supported palladium catalyst",Journal of Organometallic Chemistry,10.1016/j.jorganchem.2016.06.001,https://api.elsevier.com/content/article/doi/10.1016/j.jorganchem.2016.06.001?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Design of plasmonic CuCo bimetal as a nonsemiconductor photocatalyst for synchronized hydrogen evolution and storage,Applied Catalysis B: Environmental,10.1016/j.apcatb.2018.10.020,https://api.elsevier.com/content/article/doi/10.1016/j.apcatb.2018.10.020?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
One-step synthesis of Cu<ce:glyph name=sbnd></ce:glyph>Co alloy/Mn<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf><ce:glyph name=sbnd></ce:glyph>Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> composites and their application in higher alcohol synthesis from syngas,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2017.03.143,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2017.03.143?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Process design and economic assessment of butanol production from lignocellulosic biomass via chemical looping gasification,Bioresource Technology,10.1016/j.biortech.2020.123906,https://api.elsevier.com/content/article/doi/10.1016/j.biortech.2020.123906?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Catalytic cracking of wax esters extracted from <ce:italic>Euglena gracilis</ce:italic> for hydrocarbon fuel production,Biomass and Bioenergy,10.1016/j.biombioe.2018.03.004,https://api.elsevier.com/content/article/doi/10.1016/j.biombioe.2018.03.004?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Chapter 3: Methane production by two-phase anaerobic digestion for vegetable waste,Biomethane Production from Vegetable and Water Hyacinth Waste,10.1016/B978-0-12-821763-4.00003-X,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-821763-4.00003-X?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Functions of boric acid in fabricating TiO<ce:inf loc=post>2</ce:inf> for photocatalytic degradation of organic contaminants and hydrogen evolution,Molecular Catalysis,10.1016/j.mcat.2019.110614,https://api.elsevier.com/content/article/doi/10.1016/j.mcat.2019.110614?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Experimental design and syntrophic microbial pathways for biofuel production from sugarcane bagasse under thermophilic condition,Renewable Energy,10.1016/j.renene.2019.03.103,https://api.elsevier.com/content/article/doi/10.1016/j.renene.2019.03.103?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Study of Co/CeO<ce:inf loc=post>2</ce:inf>-γ-Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> catalysts for steam and oxidative reforming of ethanol for hydrogen production,Fuel Processing Technology,10.1016/j.fuproc.2014.07.009,https://api.elsevier.com/content/article/doi/10.1016/j.fuproc.2014.07.009?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Formation and detection of hydrogen fluoride gas during fire fighting scenarios,Fire Safety Journal,10.1016/j.firesaf.2021.103489,https://api.elsevier.com/content/article/doi/10.1016/j.firesaf.2021.103489?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Molecular description of the coil-to-globule transition of Poly(<ce:italic>N</ce:italic>-isopropylacrylamide) in water/ethanol mixture at low alcohol concentration,Journal of Molecular Liquids,10.1016/j.molliq.2019.111928,https://api.elsevier.com/content/article/doi/10.1016/j.molliq.2019.111928?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Biohydrogen production by immobilized <ce:italic>Enterobacter aerogenes</ce:italic> on functionalized multi-walled carbon nanotube,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2018.11.199,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2018.11.199?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Continuous production of isoamyl acetate from fusel oil under supercritical CO<ce:inf loc=post>2</ce:inf>: A mass transfer approach,Chemical Engineering Research and Design,10.1016/j.cherd.2021.09.026,https://api.elsevier.com/content/article/doi/10.1016/j.cherd.2021.09.026?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Enhanced coercivity in SmCo<ce:inf loc=post>5</ce:inf> magnet subjected to hydrogen treatment,Journal of Alloys and Compounds,10.1016/j.jallcom.2020.158272,https://api.elsevier.com/content/article/doi/10.1016/j.jallcom.2020.158272?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Application of immobilized upflow anaerobic sludge blanket reactor using <ce:italic>Clostridium</ce:italic> LS2 for enhanced biohydrogen production and treatment efficiency of palm oil mill effluent,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2012.12.004,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2012.12.004?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
PLD1 promotes reactive oxygen species production in vascular smooth muscle cells and injury-induced neointima formation,Biochimica et Biophysica Acta (BBA) - Molecular and Cell Biology of Lipids,10.1016/j.bbalip.2021.159062,https://api.elsevier.com/content/article/doi/10.1016/j.bbalip.2021.159062?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Effective TiO<ce:inf loc=post>2</ce:inf> supported Cu-Complex catalyst in NaBH<ce:inf loc=post>4</ce:inf> hydrolysis reaction to hydrogen generation,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2018.12.225,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2018.12.225?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
